airline,source_city,departure_time,stops,arrival_time,destination_city,classy,duration,days_left,price
Air_India,Delhi,Evening,one,Evening,Bangalore,Economy,24.67,42,4230
Vistara,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,33,2476
Air_India,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,5,8790
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,10.42,15,4896
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,8.25,22,5227
SpiceJet,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,5,5953
Air_India,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.42,47,5761
Air_India,Delhi,Night,one,Night,Bangalore,Economy,24.83,31,4041
Indigo,Delhi,Night,one,Early_Morning,Bangalore,Economy,10.0,9,23910
Vistara,Delhi,Evening,zero,Evening,Mumbai,Economy,2.33,9,5955
Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,8.42,45,4007
Indigo,Delhi,Night,zero,Night,Mumbai,Economy,2.25,23,3570
Indigo,Delhi,Afternoon,one,Night,Mumbai,Economy,8.33,42,2410
Vistara,Delhi,Morning,one,Night,Bangalore,Economy,12.5,18,4496
Indigo,Delhi,Morning,one,Night,Bangalore,Economy,9.75,24,4249
Air_India,Delhi,Evening,one,Morning,Bangalore,Economy,17.33,25,4230
Air_India,Delhi,Night,one,Morning,Bangalore,Economy,13.33,6,9840
GO_FIRST,Delhi,Early_Morning,one,Evening,Bangalore,Economy,10.08,7,7424
Vistara,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.5,41,7575
AirAsia,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12.0,19,3090
Indigo,Delhi,Morning,one,Evening,Bangalore,Economy,7.92,18,9566
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,9.17,11,12150
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,16.33,40,5227
Vistara,Delhi,Evening,one,Morning,Bangalore,Economy,15.17,4,10575
Indigo,Delhi,Morning,one,Evening,Mumbai,Economy,8.33,12,7583
Air_India,Delhi,Night,one,Morning,Mumbai,Economy,11.42,15,5588
Vistara,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.5,40,7575
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,6.58,23,4496
SpiceJet,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,8,7425
Vistara,Delhi,Night,zero,Night,Bangalore,Economy,2.67,38,4816
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,9.08,41,5040
AirAsia,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,8.0,44,3090
SpiceJet,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.75,29,3519
Air_India,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,32,2476
Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,7.42,15,3587
GO_FIRST,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,33,2410
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,6.58,7,10680
Indigo,Delhi,Afternoon,one,Evening,Mumbai,Economy,6.0,31,2410
Air_India,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,15,2476
Indigo,Delhi,Evening,one,Night,Mumbai,Economy,5.33,21,3959
SpiceJet,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,31,2456
Air_India,Delhi,Evening,one,Evening,Mumbai,Economy,24.83,13,13410
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,15.58,42,5355
Vistara,Delhi,Evening,zero,Night,Bangalore,Economy,2.83,5,7425
Indigo,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,4,5955
Indigo,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,3,7845
Air_India,Delhi,Evening,one,Night,Mumbai,Economy,24.75,7,9315
Vistara,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12.0,40,3357
Air_India,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.08,18,2476
Air_India,Delhi,Early_Morning,one,Evening,Mumbai,Economy,10.92,32,7152
GO_FIRST,Delhi,Afternoon,one,Late_Night,Bangalore,Economy,8.58,32,3568
Indigo,Delhi,Night,one,Late_Night,Bangalore,Economy,5.25,40,3587
AirAsia,Delhi,Evening,one,Early_Morning,Mumbai,Economy,15.17,21,2409
Vistara,Delhi,Evening,zero,Evening,Bangalore,Economy,2.75,41,4501
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,13.08,18,5040
Vistara,Delhi,Evening,zero,Evening,Mumbai,Economy,2.33,23,3100
Vistara,Delhi,Morning,one,Night,Bangalore,Economy,12.5,11,10785
Air_India,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.5,41,4230
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,6.0,44,6296
Vistara,Delhi,Early_Morning,one,Morning,Bangalore,Economy,25.33,15,3357
Indigo,Delhi,Night,one,Early_Morning,Mumbai,Economy,9.58,42,2410
AirAsia,Delhi,Morning,one,Evening,Bangalore,Economy,7.42,39,3090
Air_India,Delhi,Morning,one,Evening,Mumbai,Economy,7.33,45,3855
Air_India,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.0,28,4118
Indigo,Delhi,Late_Night,zero,Early_Morning,Bangalore,Economy,2.92,39,4500
AirAsia,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,10.92,32,3090
Air_India,Delhi,Early_Morning,one,Evening,Bangalore,Economy,10.5,15,4230
Indigo,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.17,19,7089
Vistara,Delhi,Evening,one,Night,Mumbai,Economy,7.33,5,12150
Vistara,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,31,3100
Air_India,Delhi,Night,one,Late_Night,Bangalore,Economy,5.58,14,11520
GO_FIRST,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.33,2,5954
Air_India,Delhi,Afternoon,one,Evening,Bangalore,Economy,27.42,46,4230
AirAsia,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.58,29,2409
SpiceJet,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,19,2621
Air_India,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,41,6181
Vistara,Delhi,Morning,one,Morning,Bangalore,Economy,22.42,25,7898
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,10.42,25,4896
GO_FIRST,Delhi,Morning,one,Evening,Mumbai,Economy,8.92,42,8275
Vistara,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.75,45,7575
Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,9.83,34,5226
Air_India,Delhi,Morning,one,Afternoon,Mumbai,Economy,5.42,28,5241
Air_India,Delhi,Evening,one,Evening,Mumbai,Economy,23.92,31,6125
Air_India,Delhi,Morning,one,Night,Mumbai,Economy,11.5,23,11153
AirAsia,Delhi,Night,zero,Night,Bangalore,Economy,2.83,25,4499
Indigo,Delhi,Afternoon,one,Night,Mumbai,Economy,8.33,23,3968
Vistara,Delhi,Evening,one,Evening,Bangalore,Economy,25.08,26,12150
GO_FIRST,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.75,15,5954
SpiceJet,Delhi,Morning,one,Evening,Bangalore,Economy,7.33,38,4152
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,10.42,17,4896
GO_FIRST,Delhi,Afternoon,one,Late_Night,Bangalore,Economy,9.08,21,4020
Air_India,Delhi,Morning,one,Night,Mumbai,Economy,11.5,20,13040
AirAsia,Delhi,Afternoon,one,Night,Bangalore,Economy,10.92,31,4469
Air_India,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,8,17295
Vistara,Delhi,Morning,one,Night,Bangalore,Economy,11.17,32,4496
SpiceJet,Delhi,Evening,one,Early_Morning,Mumbai,Economy,13.25,30,5761
GO_FIRST,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,27,2410
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,9.5,15,11835
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,18.25,1,27270
Air_India,Delhi,Afternoon,zero,Evening,Bangalore,Economy,2.75,32,4007
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,7.33,38,4706
AirAsia,Delhi,Afternoon,one,Night,Bangalore,Economy,10.92,43,4469
GO_FIRST,Delhi,Afternoon,one,Late_Night,Bangalore,Economy,8.58,11,7424
Vistara,Delhi,Morning,zero,Morning,Mumbai,Economy,2.08,8,5955
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,6.58,37,4496
Air_India,Delhi,Evening,one,Night,Bangalore,Economy,6.42,47,5842
Air_India,Delhi,Night,one,Afternoon,Bangalore,Economy,16.92,30,3610
AirAsia,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,8.25,47,4019
SpiceJet,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,42,5610
SpiceJet,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,23.08,20,3519
AirAsia,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,42,2410
Vistara,Delhi,Evening,one,Night,Mumbai,Economy,6.0,8,14040
Air_India,Delhi,Night,one,Night,Mumbai,Economy,26.5,20,4251
AirAsia,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,8.17,22,3090
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,7.42,28,4496
Indigo,Delhi,Morning,zero,Morning,Bangalore,Economy,2.92,44,4500
GO_FIRST,Delhi,Evening,one,Late_Night,Bangalore,Economy,7.08,20,4205
Vistara,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.33,14,13095
GO_FIRST,Delhi,Morning,one,Evening,Mumbai,Economy,8.0,39,5958
GO_FIRST,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,39,2410
Indigo,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.17,2,12255
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,8.92,37,4496
Vistara,Delhi,Night,one,Night,Mumbai,Economy,26.42,6,9840
Vistara,Delhi,Afternoon,one,Morning,Bangalore,Economy,18.08,38,3987
Air_India,Delhi,Morning,one,Night,Mumbai,Economy,15.75,10,14880
AirAsia,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,8.25,34,11940
Vistara,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.5,17,6296
AirAsia,Delhi,Afternoon,one,Late_Night,Bangalore,Economy,12.0,25,4019
Indigo,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.58,6,9998
AirAsia,Delhi,Morning,one,Evening,Bangalore,Economy,8.25,31,4019
GO_FIRST,Delhi,Afternoon,one,Night,Bangalore,Economy,9.58,30,5610
Air_India,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.08,27,5761
Air_India,Delhi,Evening,one,Night,Bangalore,Economy,5.0,4,9840
AirAsia,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,10.33,12,7423
GO_FIRST,Delhi,Morning,one,Evening,Mumbai,Economy,5.92,46,7234
Air_India,Delhi,Morning,one,Evening,Bangalore,Economy,9.5,39,4230
AirAsia,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.67,21,5220
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,7.58,35,4496
GO_FIRST,Delhi,Afternoon,one,Night,Mumbai,Economy,7.08,12,5954
Air_India,Delhi,Evening,one,Evening,Bangalore,Economy,26.42,7,12391
GO_FIRST,Delhi,Early_Morning,one,Morning,Bangalore,Economy,6.0,6,7424
Air_India,Delhi,Afternoon,one,Night,Mumbai,Economy,8.33,47,5360
GO_FIRST,Delhi,Morning,one,Evening,Bangalore,Economy,5.67,9,7424
AirAsia,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,10.92,13,10672
Vistara,Delhi,Afternoon,one,Evening,Mumbai,Economy,5.0,38,5781
AirAsia,Delhi,Morning,one,Evening,Bangalore,Economy,9.92,28,3090
Indigo,Delhi,Morning,zero,Morning,Mumbai,Economy,2.5,21,3001
Air_India,Delhi,Evening,one,Evening,Mumbai,Economy,22.75,21,5301
GO_FIRST,Delhi,Early_Morning,one,Evening,Bangalore,Economy,9.17,21,4020
Vistara,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,24,3100
Indigo,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.67,22,4500
GO_FIRST,Delhi,Afternoon,one,Evening,Mumbai,Economy,5.83,39,10609
Indigo,Delhi,Morning,one,Evening,Bangalore,Economy,8.58,25,3671
Vistara,Delhi,Morning,one,Night,Bangalore,Economy,13.33,23,4496
Vistara,Delhi,Evening,one,Night,Mumbai,Economy,5.33,33,5542
AirAsia,Delhi,Evening,one,Late_Night,Mumbai,Economy,5.58,20,2409
Vistara,Delhi,Morning,one,Night,Bangalore,Economy,11.42,21,4496
Air_India,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,9,5955
GO_FIRST,Delhi,Afternoon,one,Night,Bangalore,Economy,7.75,16,4020
GO_FIRST,Delhi,Morning,one,Evening,Bangalore,Economy,5.42,36,6919
SpiceJet,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,19,5619
Air_India,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,2,10523
Vistara,Delhi,Afternoon,one,Evening,Bangalore,Economy,28.17,41,6963
AirAsia,Delhi,Morning,one,Afternoon,Bangalore,Economy,5.25,15,3090
AirAsia,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,10.92,38,4469
Air_India,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.0,18,18758
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,7.33,16,4496
Indigo,Delhi,Evening,one,Night,Bangalore,Economy,5.08,22,3671
SpiceJet,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,4,5953
SpiceJet,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,31,2621
Indigo,Delhi,Night,zero,Night,Mumbai,Economy,2.25,30,4479
GO_FIRST,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.33,2,5954
Vistara,Delhi,Morning,one,Night,Mumbai,Economy,12.17,17,6296
Air_India,Delhi,Evening,one,Afternoon,Bangalore,Economy,21.08,32,3610
Vistara,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.5,1,17505
AirAsia,Delhi,Night,zero,Night,Bangalore,Economy,2.83,37,4499
Vistara,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12.0,20,3357
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,9.08,12,9840
Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,9.83,18,7425
Air_India,Delhi,Evening,one,Evening,Mumbai,Economy,24.83,31,4170
Indigo,Delhi,Evening,zero,Night,Bangalore,Economy,2.92,16,4500
Vistara,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,10,6690
Air_India,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,34,2476
Air_India,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.5,18,4230
Vistara,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,35,3100
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,8.25,13,10680
GO_FIRST,Delhi,Morning,one,Night,Mumbai,Economy,11.33,39,6089
Vistara,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,25.58,36,4781
Vistara,Delhi,Night,one,Early_Morning,Bangalore,Economy,11.17,39,4272
Air_India,Delhi,Early_Morning,one,Morning,Bangalore,Economy,5.92,42,6177
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,9.17,20,6296
Air_India,Delhi,Afternoon,one,Evening,Bangalore,Economy,27.75,13,10890
Vistara,Delhi,Morning,one,Night,Bangalore,Economy,11.42,35,4496
Indigo,Delhi,Morning,zero,Morning,Mumbai,Economy,2.17,46,2410
Indigo,Delhi,Night,one,Early_Morning,Bangalore,Economy,9.08,46,3587
Vistara,Delhi,Afternoon,one,Evening,Bangalore,Economy,4.75,47,3357
GO_FIRST,Delhi,Night,one,Early_Morning,Mumbai,Economy,11.25,12,5954
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,10.42,16,4896
SpiceJet,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,4,7425
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,6.58,26,4496
Indigo,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.83,12,8396
GO_FIRST,Delhi,Morning,one,Evening,Mumbai,Economy,9.08,48,8275
Air_India,Delhi,Evening,one,Morning,Bangalore,Economy,17.17,18,4230
Air_India,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,10,19605
AirAsia,Delhi,Evening,one,Late_Night,Mumbai,Economy,6.42,44,2409
Vistara,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.25,34,2700
SpiceJet,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,6,7425
AirAsia,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,39,2410
AirAsia,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,8.75,47,3090
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,8.25,30,4496
AirAsia,Delhi,Early_Morning,one,Evening,Bangalore,Economy,14.33,8,7423
Air_India,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.0,46,6312
Air_India,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.08,10,5955
Indigo,Delhi,Morning,zero,Morning,Mumbai,Economy,2.17,40,2410
Air_India,Delhi,Evening,one,Morning,Mumbai,Economy,15.83,37,3855
Air_India,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,10,6375
GO_FIRST,Delhi,Morning,one,Evening,Bangalore,Economy,7.17,41,6219
Vistara,Delhi,Evening,one,Night,Mumbai,Economy,4.42,44,5364
Air_India,Delhi,Evening,one,Evening,Bangalore,Economy,24.5,30,4230
AirAsia,Delhi,Morning,zero,Afternoon,Bangalore,Economy,2.83,15,4499
Air_India,Delhi,Night,one,Afternoon,Mumbai,Economy,17.75,29,6724
Vistara,Delhi,Early_Morning,one,Morning,Bangalore,Economy,25.33,14,7163
SpiceJet,Delhi,Evening,one,Early_Morning,Mumbai,Economy,13.25,9,6060
Indigo,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,37,2410
Vistara,Delhi,Night,one,Morning,Bangalore,Economy,12.17,21,4272
GO_FIRST,Delhi,Evening,one,Late_Night,Bangalore,Economy,5.75,18,3568
Vistara,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.5,15,7575
GO_FIRST,Delhi,Night,one,Morning,Mumbai,Economy,11.83,11,5954
Vistara,Delhi,Afternoon,one,Evening,Bangalore,Economy,6.42,38,4496
SpiceJet,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,5,7425
Indigo,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,7.17,26,5040
Air_India,Delhi,Early_Morning,one,Morning,Bangalore,Economy,5.67,8,9988
AirAsia,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.67,28,3090
Vistara,Delhi,Morning,zero,Morning,Bangalore,Economy,2.75,37,4501
Vistara,Delhi,Evening,zero,Evening,Mumbai,Economy,2.33,21,3100
SpiceJet,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,32,9788
Air_India,Delhi,Morning,one,Evening,Mumbai,Economy,7.25,22,4433
Vistara,Delhi,Evening,one,Night,Mumbai,Economy,4.42,41,4673
Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,8.33,25,5786
Air_India,Delhi,Morning,one,Evening,Mumbai,Economy,5.67,15,17967
Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,10.0,9,10785
Air_India,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.42,3,12150
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,9.17,35,6296
SpiceJet,Delhi,Afternoon,one,Morning,Bangalore,Economy,19.83,28,5619
GO_FIRST,Delhi,Afternoon,one,Night,Bangalore,Economy,7.25,42,4020
GO_FIRST,Delhi,Evening,one,Night,Bangalore,Economy,4.75,47,4324
Vistara,Delhi,Night,one,Early_Morning,Bangalore,Economy,11.17,29,4272
Vistara,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.83,35,7575
Vistara,Delhi,Evening,one,Afternoon,Mumbai,Economy,21.08,16,5040
Air_India,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.5,28,6316
Indigo,Delhi,Night,zero,Night,Mumbai,Economy,2.25,7,5955
Indigo,Delhi,Afternoon,zero,Evening,Bangalore,Economy,3.0,9,8055
GO_FIRST,Delhi,Morning,one,Afternoon,Mumbai,Economy,5.92,24,5954
Vistara,Delhi,Evening,zero,Evening,Bangalore,Economy,2.75,14,7425
GO_FIRST,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8.0,1,10575
Air_India,Delhi,Evening,one,Evening,Mumbai,Economy,24.83,35,3855
Air_India,Delhi,Evening,one,Night,Mumbai,Economy,6.25,10,24435
Indigo,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,33,2410
AirAsia,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.25,40,3102
SpiceJet,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,23,5619
Indigo,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.17,24,2410
Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,9.83,11,10838
Indigo,Delhi,Late_Night,zero,Early_Morning,Bangalore,Economy,2.92,28,4500
Indigo,Delhi,Night,one,Morning,Bangalore,Economy,8.83,35,3253
Air_India,Delhi,Afternoon,one,Night,Mumbai,Economy,8.92,31,5507
Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,9.17,32,6296
Air_India,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,12,8160
Vistara,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.75,37,4501
Air_India,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.5,10,12990
Vistara,Delhi,Morning,one,Night,Mumbai,Economy,12.75,12,12150
Indigo,Delhi,Late_Night,zero,Early_Morning,Bangalore,Economy,2.92,43,4500
Indigo,Delhi,Late_Night,one,Early_Morning,Mumbai,Economy,5.5,48,2410
Air_India,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.75,21,4007
GO_FIRST,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.33,47,6951
Vistara,Delhi,Morning,one,Night,Bangalore,Economy,9.25,30,4496
Indigo,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.67,24,4500
AirAsia,Delhi,Early_Morning,two_or_more,Evening,Bangalore,Economy,11.92,40,4019
Vistara,Delhi,Afternoon,zero,Afternoon,Mumbai,Economy,2.17,17,2700
Air_India,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.75,42,4007
GO_FIRST,Delhi,Early_Morning,one,Evening,Bangalore,Economy,8.17,9,7424
Air_India,Delhi,Night,one,Evening,Mumbai,Economy,18.58,42,5525
Air_India,Delhi,Evening,one,Evening,Bangalore,Economy,26.42,41,10138
Vistara,Delhi,Evening,one,Evening,Bangalore,Economy,25.83,22,3987
Vistara,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.75,42,4501
Air_India,Delhi,Morning,one,Night,Bangalore,Economy,12.5,48,3621
Indigo,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.83,10,13673
Indigo,Delhi,Late_Night,one,Morning,Mumbai,Economy,10.0,48,3553
Vistara,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.33,33,5321
Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,13.08,5,13095
GO_FIRST,Delhi,Afternoon,one,Evening,Bangalore,Economy,6.17,20,4020
Vistara,Delhi,Afternoon,one,Evening,Bangalore,Economy,4.92,28,4496
Air_India,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,45,6181
SpiceJet,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,25,4721
GO_FIRST,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,32,2410
Vistara,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.08,21,8805
Indigo,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.17,38,2410
Indigo,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,9,5955
GO_FIRST,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.08,43,7234
GO_FIRST,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,6,5954
GO_FIRST,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.92,38,7805
Vistara,Delhi,Morning,one,Morning,Mumbai,Economy,23.58,23,5227
Vistara,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.5,30,8468
Indigo,Delhi,Afternoon,one,Night,Mumbai,Economy,8.0,37,3546
GO_FIRST,Delhi,Evening,one,Late_Night,Bangalore,Economy,5.75,15,4020
Air_India,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.17,49,2476
Air_India,Delhi,Early_Morning,one,Late_Night,Bangalore,Economy,19.0,21,6367
SpiceJet,Delhi,Evening,one,Night,Mumbai,Economy,4.5,1,12123
AirAsia,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.58,20,2409
Vistara,Delhi,Morning,one,Morning,Mumbai,Economy,22.58,9,20340
GO_FIRST,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.33,26,10672
Vistara,Delhi,Morning,one,Evening,Bangalore,Economy,9.5,18,11835
Indigo,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.42,41,2410
GO_FIRST,Delhi,Morning,one,Evening,Mumbai,Economy,8.0,16,7601
Air_India,Delhi,Evening,one,Morning,Bangalore,Economy,17.33,18,4230
Air_India,Delhi,Morning,one,Morning,Mumbai,Economy,25.5,39,3831
Air_India,Delhi,Night,one,Evening,Mumbai,Economy,21.58,29,3855
GO_FIRST,Delhi,Evening,one,Late_Night,Bangalore,Economy,5.75,41,4020
Air_India,Delhi,Afternoon,zero,Evening,Bangalore,Economy,2.75,35,4007
Air_India,Delhi,Morning,one,Morning,Mumbai,Economy,22.83,7,12150
Air_India,Delhi,Early_Morning,one,Evening,Bangalore,Economy,10.5,20,4230
Vistara,Delhi,Afternoon,one,Morning,Bangalore,Economy,17.33,3,14250
Indigo,Delhi,Early_Morning,one,Morning,Bangalore,Economy,5.08,25,6374
AirAsia,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,10.92,21,5220
GO_FIRST,Delhi,Afternoon,one,Evening,Bangalore,Economy,6.17,15,4020
Air_India,Delhi,Morning,one,Morning,Mumbai,Economy,22.83,31,6181
Vistara,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.83,30,7838
Indigo,Delhi,Night,one,Early_Morning,Mumbai,Economy,9.58,16,4454
Indigo,Delhi,Evening,zero,Night,Bangalore,Economy,2.83,22,4500
Indigo,Delhi,Afternoon,one,Evening,Mumbai,Economy,6.0,38,4354
Indigo,Delhi,Morning,one,Evening,Bangalore,Economy,7.5,21,4168
